Date;Country;TargetGroup;Promedio de Denominator;Suma de NumberDosesReceived;Promedio de Population;excess_mortality
01/12/2020;Austria;Age<18;1543886;0;8901064;38,3
01/12/2020;Austria;Age0_4;433755;0;8901064;38,3
01/12/2020;Austria;Age10_14;423433;0;8901064;38,3
01/12/2020;Austria;Age15_17;258398;0;8901064;38,3
01/12/2020;Austria;Age18_24;683584;0;8901064;38,3
01/12/2020;Austria;Age25_49;3002329;0;8901064;38,3
01/12/2020;Austria;Age5_9;428300;0;8901064;38,3
01/12/2020;Austria;Age50_59;1399348;0;8901064;38,3
01/12/2020;Austria;Age60_69;1047888;0;8901064;38,3
01/12/2020;Austria;Age70_79;753524;0;8901064;38,3
01/12/2020;Austria;Age80+;502105;0;8901064;38,3
01/12/2020;Austria;ALL;7388778;61425;8901064;38,3
01/12/2020;Belgium;Age<18;2322671;;11522440;18,9
01/12/2020;Belgium;Age18_24;930132;;11522440;18,9
01/12/2020;Belgium;Age25_49;3756505;;11522440;18,9
01/12/2020;Belgium;Age50_59;1591843;;11522440;18,9
01/12/2020;Belgium;Age60_69;1368104;;11522440;18,9
01/12/2020;Belgium;Age70_79;949117;;11522440;18,9
01/12/2020;Belgium;Age80+;647669;;11522440;18,9
01/12/2020;Belgium;AgeUNK;;;11522440;18,9
01/12/2020;Belgium;ALL;9243370;9750;11522440;18,9
01/12/2020;Belgium;HCW;596219;;11522440;18,9
01/12/2020;Belgium;LTCF;;;11522440;18,9
01/12/2020;Bulgaria;Age18_24;429127;;6951482;74,2
01/12/2020;Bulgaria;Age25_49;2368125;;6951482;74,2
01/12/2020;Bulgaria;Age50_59;956606;;6951482;74,2
01/12/2020;Bulgaria;Age60_69;919675;;6951482;74,2
01/12/2020;Bulgaria;Age70_79;716566;;6951482;74,2
01/12/2020;Bulgaria;Age80+;335903;;6951482;74,2
01/12/2020;Bulgaria;AgeUNK;;;6951482;74,2
01/12/2020;Bulgaria;ALL;5726002;10725;6951482;74,2
01/12/2020;Bulgaria;HCW;243600;;6951482;74,2
01/12/2020;Bulgaria;LTCF;15000;;6951482;74,2
01/12/2020;Croatia;Age<18;691849;;4058165;60,7
01/12/2020;Croatia;Age0_4;181550;;4058165;60,7
01/12/2020;Croatia;Age10_14;202345;;4058165;60,7
01/12/2020;Croatia;Age15_17;116962;;4058165;60,7
01/12/2020;Croatia;Age18_24;311879;;4058165;60,7
01/12/2020;Croatia;Age25_49;1316007;;4058165;60,7
01/12/2020;Croatia;Age5_9;190992;;4058165;60,7
01/12/2020;Croatia;Age50_59;559125;;4058165;60,7
01/12/2020;Croatia;Age60_69;563719;;4058165;60,7
01/12/2020;Croatia;Age70_79;369464;;4058165;60,7
01/12/2020;Croatia;Age80+;224312;;4058165;60,7
01/12/2020;Croatia;AgeUNK;;;4058165;60,7
01/12/2020;Croatia;ALL;3344506;17550;4058165;60,7
01/12/2020;Croatia;HCW;75304;;4058165;60,7
01/12/2020;Croatia;LTCF;;;4058165;60,7
01/12/2020;Cyprus;Age18_24;82448;0;888005;12,7
01/12/2020;Cyprus;Age25_49;335491;0;888005;12,7
01/12/2020;Cyprus;Age50_59;108420;0;888005;12,7
01/12/2020;Cyprus;Age60_69;95695;0;888005;12,7
01/12/2020;Cyprus;Age70_79;67909;0;888005;12,7
01/12/2020;Cyprus;Age80+;34568;0;888005;12,7
01/12/2020;Cyprus;AgeUNK;;0;888005;12,7
01/12/2020;Cyprus;ALL;724531;16575;888005;12,7
01/12/2020;Cyprus;HCW;;0;888005;12,7
01/12/2020;Cyprus;LTCF;;0;888005;12,7
01/12/2020;Czechia;Age<18;2018609;;10693939;44,9
01/12/2020;Czechia;Age15_17;298868;;10693939;44,9
01/12/2020;Czechia;Age18_24;669492;;10693939;44,9
01/12/2020;Czechia;Age25_49;3869073;;10693939;44,9
01/12/2020;Czechia;Age50_59;1360816;;10693939;44,9
01/12/2020;Czechia;Age60_69;1297883;;10693939;44,9
01/12/2020;Czechia;Age70_79;1038378;;10693939;44,9
01/12/2020;Czechia;Age80+;447526;;10693939;44,9
01/12/2020;Czechia;ALL;8683168;35100;10693939;44,9
01/12/2020;Czechia;HCW;354319;;10693939;44,9
01/12/2020;Czechia;LTCF;180174;;10693939;44,9
01/12/2020;Denmark;Age15_17;204211;0;5822763;10,6
01/12/2020;Denmark;Age18_24;513159;0;5822763;10,6
01/12/2020;Denmark;Age25_49;1848339;0;5822763;10,6
01/12/2020;Denmark;Age50_59;801166;0;5822763;10,6
01/12/2020;Denmark;Age60_69;667583;0;5822763;10,6
01/12/2020;Denmark;Age70_79;574697;0;5822763;10,6
01/12/2020;Denmark;Age80+;282106;0;5822763;10,6
01/12/2020;Denmark;ALL;4687050;45825;5822763;10,6
01/12/2020;Denmark;HCW;300624;0;5822763;10,6
01/12/2020;Denmark;LTCF;42302;0;5822763;10,6
01/12/2020;Estonia;Age18_24;87071;0;1328976;13,6
01/12/2020;Estonia;Age25_49;457187;0;1328976;13,6
01/12/2020;Estonia;Age50_59;171103;0;1328976;13,6
01/12/2020;Estonia;Age60_69;164770;0;1328976;13,6
01/12/2020;Estonia;Age70_79;112691;0;1328976;13,6
01/12/2020;Estonia;Age80+;79019;0;1328976;13,6
01/12/2020;Estonia;AgeUNK;;0;1328976;13,6
01/12/2020;Estonia;ALL;1071841;9750;1328976;13,6
01/12/2020;Estonia;HCW;16472;0;1328976;13,6
01/12/2020;Finland;Age<18;347175,3333;;5525292;4,1
01/12/2020;Finland;Age0_4;82330,66667;;5525292;4,1
01/12/2020;Finland;Age10_14;104306,3333;;5525292;4,1
01/12/2020;Finland;Age15_17;60221,66667;;5525292;4,1
01/12/2020;Finland;Age18_24;141992,3333;;5525292;4,1
01/12/2020;Finland;Age25_49;579390,6667;;5525292;4,1
01/12/2020;Finland;Age5_9;100316,6667;;5525292;4,1
01/12/2020;Finland;Age50_59;238309,6667;;5525292;4,1
01/12/2020;Finland;Age60_69;237075,3333;;5525292;4,1
01/12/2020;Finland;Age70_79;195518;;5525292;4,1
01/12/2020;Finland;Age80+;105136,3333;;5525292;4,1
01/12/2020;Finland;AgeUNK;;;5525292;4,1
01/12/2020;Finland;ALL;1497422,333;45825;5525292;4,1
01/12/2020;France;Age<18;2519461;;67320216;15,8
01/12/2020;France;Age18_24;960301;;67320216;15,8
01/12/2020;France;Age25_49;3544640,167;;67320216;15,8
01/12/2020;France;Age50_59;1524185;;67320216;15,8
01/12/2020;France;Age60_69;1375631,667;;67320216;15,8
01/12/2020;France;Age70_79;1017489,5;;67320216;15,8
01/12/2020;France;Age80+;702610;;67320216;15,8
01/12/2020;France;AgeUNK;;;67320216;15,8
01/12/2020;France;ALL;29149838,55;58500;67320216;15,8
01/12/2020;Germany;1_Age<60;45321314;;83166711;30,9
01/12/2020;Germany;1_Age60+;24089773;;83166711;30,9
01/12/2020;Germany;ALL;69411087;1326000;83166711;30,9
01/12/2020;Greece;1_Age<60;5746233;;10718565;19,9
01/12/2020;Greece;1_Age60+;3095451;;10718565;19,9
01/12/2020;Greece;Age<18;1836948;;10718565;19,9
01/12/2020;Greece;Age0_4;453966;;10718565;19,9
01/12/2020;Greece;Age10_14;557130;;10718565;19,9
01/12/2020;Greece;Age15_17;326212;;10718565;19,9
01/12/2020;Greece;Age18_24;785138;;10718565;19,9
01/12/2020;Greece;Age25_49;3433775;;10718565;19,9
01/12/2020;Greece;Age5_9;499640;;10718565;19,9
01/12/2020;Greece;Age50_59;1527320;;10718565;19,9
01/12/2020;Greece;Age60_69;1302903;;10718565;19,9
01/12/2020;Greece;Age70_79;1016844;;10718565;19,9
01/12/2020;Greece;Age80+;775704;;10718565;19,9
01/12/2020;Greece;AgeUNK;;;10718565;19,9
01/12/2020;Greece;ALL;8841684;93600;10718565;19,9
01/12/2020;Greece;HCW;274955;;10718565;19,9
01/12/2020;Hungary;Age18_24;720847;;9769526;46,2
01/12/2020;Hungary;Age25_49;3462347;;9769526;46,2
01/12/2020;Hungary;Age50_59;1250842;;9769526;46,2
01/12/2020;Hungary;Age60_69;1270769;;9769526;46,2
01/12/2020;Hungary;Age70_79;875025;;9769526;46,2
01/12/2020;Hungary;Age80+;444257;;9769526;46,2
01/12/2020;Hungary;AgeUNK;;;9769526;46,2
01/12/2020;Hungary;ALL;8024087;78975;9769526;46,2
01/12/2020;Hungary;HCW;172621;;9769526;46,2
01/12/2020;Hungary;LTCF;97994;;9769526;46,2
01/12/2020;Iceland;Age0_4;21827;11700;364134;5,2
01/12/2020;Iceland;Age10_14;24339;11700;364134;5,2
01/12/2020;Iceland;Age15_17;13447;11700;364134;5,2
01/12/2020;Iceland;Age18_24;34322;11700;364134;5,2
01/12/2020;Iceland;Age25_49;133140;11700;364134;5,2
01/12/2020;Iceland;Age5_9;22823;11700;364134;5,2
01/12/2020;Iceland;Age50_59;43671;11700;364134;5,2
01/12/2020;Iceland;Age60_69;38279;11700;364134;5,2
01/12/2020;Iceland;Age70_79;24149;11700;364134;5,2
01/12/2020;Iceland;Age80+;12795;11700;364134;5,2
01/12/2020;Iceland;AgeUNK;;11700;364134;5,2
01/12/2020;Iceland;ALL;286356;11700;364134;5,2
01/12/2020;Iceland;HCW;22845;11700;364134;5,2
01/12/2020;Iceland;LTCF;13972;11700;364134;5,2
01/12/2020;Ireland;Age<18;1194790;0;4964440;-7,5
01/12/2020;Ireland;Age15_17;194375;0;4964440;-7,5
01/12/2020;Ireland;Age18_24;437030;0;4964440;-7,5
01/12/2020;Ireland;Age25_49;1753124;0;4964440;-7,5
01/12/2020;Ireland;Age50_59;618033;0;4964440;-7,5
01/12/2020;Ireland;Age60_69;492718;0;4964440;-7,5
01/12/2020;Ireland;Age70_79;334685;0;4964440;-7,5
01/12/2020;Ireland;Age80+;175944;0;4964440;-7,5
01/12/2020;Ireland;ALL;3811534;40950;4964440;-7,5
01/12/2020;Ireland;HCW;250000;0;4964440;-7,5
01/12/2020;Ireland;LTCF;105000;0;4964440;-7,5
01/12/2020;Italy;Age<18;9351113;;59641488;27,4
01/12/2020;Italy;Age18_24;4099785;;59641488;27,4
01/12/2020;Italy;Age25_49;18456048;;59641488;27,4
01/12/2020;Italy;Age50_59;9441640;;59641488;27,4
01/12/2020;Italy;Age60_69;7420429;;59641488;27,4
01/12/2020;Italy;Age70_79;5988381;;59641488;27,4
01/12/2020;Italy;Age80+;4478817;;59641488;27,4
01/12/2020;Italy;ALL;4712159,476;479700;59641488;27,4
01/12/2020;Italy;HCW;;;59641488;27,4
01/12/2020;Italy;LTCF;;;59641488;27,4
01/12/2020;Latvia;Age<18;358534;0;1907675;29,8
01/12/2020;Latvia;Age10_14;101631;0;1907675;29,8
01/12/2020;Latvia;Age15_17;55556;0;1907675;29,8
01/12/2020;Latvia;Age18_24;118103;0;1907675;29,8
01/12/2020;Latvia;Age25_49;627751;0;1907675;29,8
01/12/2020;Latvia;Age50_59;261615;0;1907675;29,8
01/12/2020;Latvia;Age60_69;244986;0;1907675;29,8
01/12/2020;Latvia;Age70_79;168753;0;1907675;29,8
01/12/2020;Latvia;Age80+;113481;0;1907675;29,8
01/12/2020;Latvia;AgeUNK;;0;1907675;29,8
01/12/2020;Latvia;ALL;1534689;9750;1907675;29,8
01/12/2020;Latvia;HCW;35684;0;1907675;29,8
01/12/2020;Latvia;LTCF;12293;0;1907675;29,8
01/12/2020;Lithuania;Age<18;332212;0;2794090;70,3
01/12/2020;Lithuania;Age0_4;140152;0;2794090;70,3
01/12/2020;Lithuania;Age10_14;135925;0;2794090;70,3
01/12/2020;Lithuania;Age15_17;75950;0;2794090;70,3
01/12/2020;Lithuania;Age18_24;202870;0;2794090;70,3
01/12/2020;Lithuania;Age25_49;920497;0;2794090;70,3
01/12/2020;Lithuania;Age5_9;146291;0;2794090;70,3
01/12/2020;Lithuania;Age50_59;412962;0;2794090;70,3
01/12/2020;Lithuania;Age60_69;360053;0;2794090;70,3
01/12/2020;Lithuania;Age70_79;235840;0;2794090;70,3
01/12/2020;Lithuania;Age80+;165140;0;2794090;70,3
01/12/2020;Lithuania;AgeUNK;;0;2794090;70,3
01/12/2020;Lithuania;ALL;1531574,667;19500;2794090;70,3
01/12/2020;Luxembourg;Age10_14;33881;0;626108;32,9
01/12/2020;Luxembourg;Age15_17;19599;0;626108;32,9
01/12/2020;Luxembourg;Age18_24;52186;0;626108;32,9
01/12/2020;Luxembourg;Age25_49;242486;0;626108;32,9
01/12/2020;Luxembourg;Age5_9;34259;0;626108;32,9
01/12/2020;Luxembourg;Age50_59;90816;0;626108;32,9
01/12/2020;Luxembourg;Age60_69;63681;0;626108;32,9
01/12/2020;Luxembourg;Age70_79;39441;0;626108;32,9
01/12/2020;Luxembourg;Age80+;25126;0;626108;32,9
01/12/2020;Luxembourg;ALL;513736;9750;626108;32,9
01/12/2020;Luxembourg;HCW;16477;0;626108;32,9
01/12/2020;Luxembourg;LTCF;6034;0;626108;32,9
01/12/2020;Malta;Age<18;82130;;514564;40,5
01/12/2020;Malta;Age18_24;39125;;514564;40,5
01/12/2020;Malta;Age25_49;207720;;514564;40,5
01/12/2020;Malta;Age50_59;58347;;514564;40,5
01/12/2020;Malta;Age60_69;59560;;514564;40,5
01/12/2020;Malta;Age70_79;47035;;514564;40,5
01/12/2020;Malta;Age80+;22183;;514564;40,5
01/12/2020;Malta;AgeUNK;;;514564;40,5
01/12/2020;Malta;ALL;433970;;514564;40,5
01/12/2020;Malta;HCW;12400;;514564;40,5
01/12/2020;Malta;LTCF;4102;;514564;40,5
01/12/2020;Netherlands;Age<18;3311222;0;17407585;22,9
01/12/2020;Netherlands;ALL;14164193;197730;17407585;22,9
01/12/2020;Norway;Age<18;1111690;;5367580;-2,2
01/12/2020;Norway;Age18_24;464521;;5367580;-2,2
01/12/2020;Norway;Age25_49;1825601;;5367580;-2,2
01/12/2020;Norway;Age50_59;714163;;5367580;-2,2
01/12/2020;Norway;Age60_69;588519;;5367580;-2,2
01/12/2020;Norway;Age70_79;450468;;5367580;-2,2
01/12/2020;Norway;Age80+;236407;;5367580;-2,2
01/12/2020;Norway;ALL;4279679;43875;5367580;-2,2
01/12/2020;Norway;HCW;;;5367580;-2,2
01/12/2020;Poland;Age0_4;219360,9375;;37958138;49,9
01/12/2020;Poland;Age10_14;236892,6875;;37958138;49,9
01/12/2020;Poland;Age15_17;123600,125;;37958138;49,9
01/12/2020;Poland;Age18_24;311328,375;;37958138;49,9
01/12/2020;Poland;Age25_49;1619247,5;;37958138;49,9
01/12/2020;Poland;Age5_9;219900,5;;37958138;49,9
01/12/2020;Poland;Age50_59;529541,75;;37958138;49,9
01/12/2020;Poland;Age60_69;599099,0625;;37958138;49,9
01/12/2020;Poland;Age70_79;339553,0625;;37958138;49,9
01/12/2020;Poland;Age80+;193900,0625;;37958138;49,9
01/12/2020;Poland;AgeUNK;;;37958138;49,9
01/12/2020;Poland;ALL;3592669,813;342810;37958138;49,9
01/12/2020;Poland;HCW;;;37958138;49,9
01/12/2020;Portugal;Age10_14;501888;;10295909;21
01/12/2020;Portugal;Age15_17;319059;;10295909;21
01/12/2020;Portugal;Age18_24;781175;;10295909;21
01/12/2020;Portugal;Age25_49;3331561;;10295909;21
01/12/2020;Portugal;Age50_59;1487750;;10295909;21
01/12/2020;Portugal;Age60_69;1314272;;10295909;21
01/12/2020;Portugal;Age70_79;1000217;;10295909;21
01/12/2020;Portugal;Age80+;681590;;10295909;21
01/12/2020;Portugal;AgeUNK;;;10295909;21
01/12/2020;Portugal;ALL;8596565;79950;10295909;21
01/12/2020;Slovakia;ALL;4431608;9750;5457873;57,9
01/12/2020;Slovenia;Age<18;374210;;2095861;79,2
01/12/2020;Slovenia;Age18_24;141126;;2095861;79,2
01/12/2020;Slovenia;Age25_49;711301;;2095861;79,2
01/12/2020;Slovenia;Age50_59;302153;;2095861;79,2
01/12/2020;Slovenia;Age60_69;280999;;2095861;79,2
01/12/2020;Slovenia;Age70_79;183561;;2095861;79,2
01/12/2020;Slovenia;Age80+;115627;;2095861;79,2
01/12/2020;Slovenia;ALL;1734767;19890;2095861;79,2
01/12/2020;Slovenia;HCW;43611;;2095861;79,2
01/12/2020;Spain;Age<18;8242127;;47332614;7,3
01/12/2020;Spain;Age0_4;1926253;;47332614;7,3
01/12/2020;Spain;Age10_14;2538530;;47332614;7,3
01/12/2020;Spain;Age15_17;1482813;;47332614;7,3
01/12/2020;Spain;Age18_24;3348241;;47332614;7,3
01/12/2020;Spain;Age25_49;16290687;;47332614;7,3
01/12/2020;Spain;Age5_9;2294531;;47332614;7,3
01/12/2020;Spain;Age50_59;7129715;;47332614;7,3
01/12/2020;Spain;Age60_69;5507660;;47332614;7,3
01/12/2020;Spain;Age70_79;3996829;;47332614;7,3
01/12/2020;Spain;Age80+;2883436;;47332614;7,3
01/12/2020;Spain;AgeUNK;;;47332614;7,3
01/12/2020;Spain;ALL;39156568;382200;47332614;7,3
01/12/2020;Spain;HCW;2180000;;47332614;7,3
01/12/2020;Spain;LTCF;450000;;47332614;7,3
01/12/2020;Sweden;Age15_17;351605;;10327589;24,5
01/12/2020;Sweden;Age18_24;804435;;10327589;24,5
01/12/2020;Sweden;Age25_49;3417900;;10327589;24,5
01/12/2020;Sweden;Age50_59;1310245;;10327589;24,5
01/12/2020;Sweden;Age60_69;1105960;;10327589;24,5
01/12/2020;Sweden;Age70_79;1007632;;10327589;24,5
01/12/2020;Sweden;Age80+;543720;;10327589;24,5
01/12/2020;Sweden;ALL;1819976;87750;10327589;24,5
01/12/2020;Sweden;LTCF;74894;;10327589;24,5
01/01/2021;Austria;Age<18;1543886;0;8932664;9,2
01/01/2021;Austria;Age0_4;433755;0;8932664;9,2
01/01/2021;Austria;Age10_14;423433;0;8932664;9,2
01/01/2021;Austria;Age15_17;258398;0;8932664;9,2
01/01/2021;Austria;Age18_24;683584;0;8932664;9,2
01/01/2021;Austria;Age25_49;3002329;0;8932664;9,2
01/01/2021;Austria;Age5_9;428300;0;8932664;9,2
01/01/2021;Austria;Age50_59;1399348;0;8932664;9,2
01/01/2021;Austria;Age60_69;1047888;0;8932664;9,2
01/01/2021;Austria;Age70_79;753524;0;8932664;9,2
01/01/2021;Austria;Age80+;502105;0;8932664;9,2
01/01/2021;Austria;ALL;7388778;243540;8932664;9,2
01/01/2021;Belgium;Age<18;2322671;;11566041;2
01/01/2021;Belgium;Age18_24;930132;;11566041;2
01/01/2021;Belgium;Age25_49;3756505;;11566041;2
01/01/2021;Belgium;Age50_59;1591843;;11566041;2
01/01/2021;Belgium;Age60_69;1368104;;11566041;2
01/01/2021;Belgium;Age70_79;949117;;11566041;2
01/01/2021;Belgium;Age80+;647669;;11566041;2
01/01/2021;Belgium;AgeUNK;;;11566041;2
01/01/2021;Belgium;ALL;9243370;440055;11566041;2
01/01/2021;Belgium;HCW;596219;;11566041;2
01/01/2021;Belgium;LTCF;;;11566041;2
01/01/2021;Bulgaria;Age18_24;429127;;6916548;0,3
01/01/2021;Bulgaria;Age25_49;2368125;;6916548;0,3
01/01/2021;Bulgaria;Age50_59;956606;;6916548;0,3
01/01/2021;Bulgaria;Age60_69;919675;;6916548;0,3
01/01/2021;Bulgaria;Age70_79;716566;;6916548;0,3
01/01/2021;Bulgaria;Age80+;335903;;6916548;0,3
01/01/2021;Bulgaria;AgeUNK;;;6916548;0,3
01/01/2021;Bulgaria;ALL;5726002;66645;6916548;0,3
01/01/2021;Bulgaria;HCW;243600;;6916548;0,3
01/01/2021;Bulgaria;LTCF;15000;;6916548;0,3
01/01/2021;Croatia;Age<18;691849;;4036355;7,9
01/01/2021;Croatia;Age0_4;181550;;4036355;7,9
01/01/2021;Croatia;Age10_14;202345;;4036355;7,9
01/01/2021;Croatia;Age15_17;116962;;4036355;7,9
01/01/2021;Croatia;Age18_24;311879;;4036355;7,9
01/01/2021;Croatia;Age25_49;1316007;;4036355;7,9
01/01/2021;Croatia;Age5_9;190992;;4036355;7,9
01/01/2021;Croatia;Age50_59;559125;;4036355;7,9
01/01/2021;Croatia;Age60_69;563719;;4036355;7,9
01/01/2021;Croatia;Age70_79;369464;;4036355;7,9
01/01/2021;Croatia;Age80+;224312;;4036355;7,9
01/01/2021;Croatia;AgeUNK;;;4036355;7,9
01/01/2021;Croatia;ALL;3344506;76260;4036355;7,9
01/01/2021;Croatia;HCW;75304;;4036355;7,9
01/01/2021;Croatia;LTCF;;;4036355;7,9
01/01/2021;Cyprus;Age18_24;82448;0;896007;6,3
01/01/2021;Cyprus;Age25_49;335491;0;896007;6,3
01/01/2021;Cyprus;Age50_59;108420;0;896007;6,3
01/01/2021;Cyprus;Age60_69;95695;0;896007;6,3
01/01/2021;Cyprus;Age70_79;67909;0;896007;6,3
01/01/2021;Cyprus;Age80+;34568;0;896007;6,3
01/01/2021;Cyprus;AgeUNK;;0;896007;6,3
01/01/2021;Cyprus;ALL;724531;26670;896007;6,3
01/01/2021;Cyprus;HCW;;0;896007;6,3
01/01/2021;Cyprus;LTCF;;0;896007;6,3
01/01/2021;Czechia;Age<18;2018609;;10701777;54,6
01/01/2021;Czechia;Age10_14;595522;;10701777;54,6
01/01/2021;Czechia;Age15_17;298868;;10701777;54,6
01/01/2021;Czechia;Age18_24;669492;;10701777;54,6
01/01/2021;Czechia;Age25_49;3869073;;10701777;54,6
01/01/2021;Czechia;Age50_59;1360816;;10701777;54,6
01/01/2021;Czechia;Age60_69;1297883;;10701777;54,6
01/01/2021;Czechia;Age70_79;1038378;;10701777;54,6
01/01/2021;Czechia;Age80+;447526;;10701777;54,6
01/01/2021;Czechia;ALL;8683168;345360;10701777;54,6
01/01/2021;Czechia;HCW;354319;;10701777;54,6
01/01/2021;Czechia;LTCF;180174;;10701777;54,6
01/01/2021;Denmark;Age10_14;338574;0;5840045;10,8
01/01/2021;Denmark;Age15_17;204211;0;5840045;10,8
01/01/2021;Denmark;Age18_24;513159;0;5840045;10,8
01/01/2021;Denmark;Age25_49;1848339;0;5840045;10,8
01/01/2021;Denmark;Age50_59;801166;0;5840045;10,8
01/01/2021;Denmark;Age60_69;667583;0;5840045;10,8
01/01/2021;Denmark;Age70_79;574697;0;5840045;10,8
01/01/2021;Denmark;Age80+;282106;0;5840045;10,8
01/01/2021;Denmark;ALL;4687050;224265;5840045;10,8
01/01/2021;Denmark;HCW;300624;0;5840045;10,8
01/01/2021;Denmark;LTCF;42302;0;5840045;10,8
01/01/2021;Estonia;Age<18;258227;0;1330068;12,7
01/01/2021;Estonia;Age18_24;87071;0;1330068;12,7
01/01/2021;Estonia;Age25_49;457187;0;1330068;12,7
01/01/2021;Estonia;Age50_59;171103;0;1330068;12,7
01/01/2021;Estonia;Age60_69;164770;0;1330068;12,7
01/01/2021;Estonia;Age70_79;112691;0;1330068;12,7
01/01/2021;Estonia;Age80+;79019;0;1330068;12,7
01/01/2021;Estonia;AgeUNK;;0;1330068;12,7
01/01/2021;Estonia;ALL;1071841;41790;1330068;12,7
01/01/2021;Estonia;HCW;16472;0;1330068;12,7
01/01/2021;Estonia;LTCF;12571;0;1330068;12,7
01/01/2021;Finland;Age<18;347175,3333;;5533793;-1,7
01/01/2021;Finland;Age0_4;82330,66667;;5533793;-1,7
01/01/2021;Finland;Age10_14;104306,3333;;5533793;-1,7
01/01/2021;Finland;Age15_17;60221,66667;;5533793;-1,7
01/01/2021;Finland;Age18_24;141992,3333;;5533793;-1,7
01/01/2021;Finland;Age25_49;579390,6667;;5533793;-1,7
01/01/2021;Finland;Age5_9;100316,6667;;5533793;-1,7
01/01/2021;Finland;Age50_59;238309,6667;;5533793;-1,7
01/01/2021;Finland;Age60_69;237075,3333;;5533793;-1,7
01/01/2021;Finland;Age70_79;195518;;5533793;-1,7
01/01/2021;Finland;Age80+;105136,3333;;5533793;-1,7
01/01/2021;Finland;AgeUNK;;;5533793;-1,7
01/01/2021;Finland;ALL;1497422,333;186690;5533793;-1,7
01/01/2021;France;Age<18;2519461;;67656682;10,2
01/01/2021;France;Age18_24;960301;;67656682;10,2
01/01/2021;France;Age25_49;3544640,167;;67656682;10,2
01/01/2021;France;Age50_59;1524185;;67656682;10,2
01/01/2021;France;Age60_69;1375631,667;;67656682;10,2
01/01/2021;France;Age70_79;1017489,5;;67656682;10,2
01/01/2021;France;Age80+;702610;;67656682;10,2
01/01/2021;France;AgeUNK;;;67656682;10,2
01/01/2021;France;ALL;29149838,55;2123780;67656682;10,2
01/01/2021;Germany;1_Age<60;45321314;;83155031;23,2
01/01/2021;Germany;1_Age60+;24089773;;83155031;23,2
01/01/2021;Germany;ALL;69411087;2172435;83155031;23,2
01/01/2021;Greece;1_Age<60;5746233;;10678632;-7,8
01/01/2021;Greece;1_Age60+;3095451;;10678632;-7,8
01/01/2021;Greece;Age<18;1836948;;10678632;-7,8
01/01/2021;Greece;Age0_4;453966;;10678632;-7,8
01/01/2021;Greece;Age10_14;557130;;10678632;-7,8
01/01/2021;Greece;Age15_17;326212;;10678632;-7,8
01/01/2021;Greece;Age18_24;785138;;10678632;-7,8
01/01/2021;Greece;Age25_49;3433775;;10678632;-7,8
01/01/2021;Greece;Age5_9;499640;;10678632;-7,8
01/01/2021;Greece;Age50_59;1527320;;10678632;-7,8
01/01/2021;Greece;Age60_69;1302903;;10678632;-7,8
01/01/2021;Greece;Age70_79;1016844;;10678632;-7,8
01/01/2021;Greece;Age80+;775704;;10678632;-7,8
01/01/2021;Greece;AgeUNK;;;10678632;-7,8
01/01/2021;Greece;ALL;8841684;329370;10678632;-7,8
01/01/2021;Greece;HCW;274955;;10678632;-7,8
01/01/2021;Greece;LTCF;28997;;10678632;-7,8
01/01/2021;Hungary;Age18_24;720847;;9730772;5,8
01/01/2021;Hungary;Age25_49;3462347;;9730772;5,8
01/01/2021;Hungary;Age50_59;1250842;;9730772;5,8
01/01/2021;Hungary;Age60_69;1270769;;9730772;5,8
01/01/2021;Hungary;Age70_79;875025;;9730772;5,8
01/01/2021;Hungary;Age80+;444257;;9730772;5,8
01/01/2021;Hungary;AgeUNK;;;9730772;5,8
01/01/2021;Hungary;ALL;8024087;335655;9730772;5,8
01/01/2021;Hungary;HCW;172621;;9730772;5,8
01/01/2021;Hungary;LTCF;97994;;9730772;5,8
01/01/2021;Iceland;Age0_4;21827;8220;368792;4,5
01/01/2021;Iceland;Age10_14;24339;8220;368792;4,5
01/01/2021;Iceland;Age15_17;13447;8220;368792;4,5
01/01/2021;Iceland;Age18_24;34322;8220;368792;4,5
01/01/2021;Iceland;Age25_49;133140;8220;368792;4,5
01/01/2021;Iceland;Age5_9;22823;8220;368792;4,5
01/01/2021;Iceland;Age50_59;43671;8220;368792;4,5
01/01/2021;Iceland;Age60_69;38279;8220;368792;4,5
01/01/2021;Iceland;Age70_79;24149;8220;368792;4,5
01/01/2021;Iceland;Age80+;12795;8220;368792;4,5
01/01/2021;Iceland;AgeUNK;;8220;368792;4,5
01/01/2021;Iceland;ALL;286356;9420;368792;4,5
01/01/2021;Iceland;HCW;22845;8220;368792;4,5
01/01/2021;Iceland;LTCF;13972;8220;368792;4,5
01/01/2021;Ireland;Age<18;1194790;0;5006324;21,4
01/01/2021;Ireland;Age10_14;357192;0;5006324;21,4
01/01/2021;Ireland;Age15_17;194375;0;5006324;21,4
01/01/2021;Ireland;Age18_24;437030;0;5006324;21,4
01/01/2021;Ireland;Age25_49;1753124;0;5006324;21,4
01/01/2021;Ireland;Age5_9;338150;0;5006324;21,4
01/01/2021;Ireland;Age50_59;618033;0;5006324;21,4
01/01/2021;Ireland;Age60_69;492718;0;5006324;21,4
01/01/2021;Ireland;Age70_79;334685;0;5006324;21,4
01/01/2021;Ireland;Age80+;175944;0;5006324;21,4
01/01/2021;Ireland;AgeUNK;;0;5006324;21,4
01/01/2021;Ireland;ALL;3811534;166380;5006324;21,4
